coding,30000000000,0,3,
cogeneration,30000000000,0,3,
command,30000000000,0,3,
comparables,30000000000,0,3,
compelling,30000000000,0,3,
complexities,30000000000,0,3,
compromised,30000000000,0,3,
conclusively,30000000000,0,3,
consortium,30000000000,0,3,
contacting,30000000000,0,3,
courier,30000000000,0,3,
defraud,30000000000,0,3,
denominator,30000000000,0,3,
denver,30000000000,0,3,
depletable,30000000000,0,3,
des,30000000000,0,3,
disaggregated,30000000000,0,3,
disbursement,30000000000,0,3,
dismantlement,30000000000,0,3,
disregard,30000000000,0,3,
domiciliary,30000000000,0,3,
doses,30000000000,0,3,
dwelling,30000000000,0,3,
eagle,30000000000,0,3,
elapse,30000000000,0,3,
entitling,30000000000,0,3,
george,30000000000,0,3,
lynch,30000000000,0,3,
mact,30000000000,0,3,
mbbls,30000000000,0,3,
messrs,30000000000,0,3,
micro,30000000000,0,3,
midwestern,30000000000,0,3,
observation,30000000000,0,3,
offline,30000000000,0,3,
thomas,30000000000,0,3,
warner,30000000000,0,3,
wilderness,30000000000,0,3,
willfully,30000000000,0,3,
william,30000000000,0,3,
abusive,20000000000,0,2,
academy,20000000000,0,2,
accomplishing,20000000000,0,2,
accountable,20000000000,0,2,
addressable,20000000000,0,2,
adopts,20000000000,0,2,
advantaged,20000000000,0,2,
aims,20000000000,0,2,
airborne,20000000000,0,2,
alarm,20000000000,0,2,
alleviate,20000000000,0,2,
ambulatory,20000000000,0,2,
anderson,20000000000,0,2,
anniversaries,20000000000,0,2,
apac,20000000000,0,2,
apportioned,20000000000,0,2,
arbitrations,20000000000,0,2,
arranger,20000000000,0,2,
arranging,20000000000,0,2,
arrearages,20000000000,0,2,
arts,20000000000,0,2,
ascertainable,20000000000,0,2,
assemble,20000000000,0,2,
atlas,20000000000,0,2,
atmosphere,20000000000,0,2,
atms,20000000000,0,2,
attracts,20000000000,0,2,
aventis,20000000000,0,2,
avoidance,20000000000,0,2,
bath,20000000000,0,2,
beauty,20000000000,0,2,
belonging,20000000000,0,2,
bif,20000000000,0,2,
blend,20000000000,0,2,
bliley,20000000000,0,2,
boat,20000000000,0,2,
bowel,20000000000,0,2,
boxes,20000000000,0,2,
bpo,20000000000,0,2,
brain,20000000000,0,2,
brotherhood,20000000000,0,2,
brothers,20000000000,0,2,
bsm,20000000000,0,2,
cantor,20000000000,0,2,
capita,20000000000,0,2,
carve,20000000000,0,2,
cashless,20000000000,0,2,
casual,20000000000,0,2,
catalytic,20000000000,0,2,
categorization,20000000000,0,2,
certifications,20000000000,0,2,
certiorari,20000000000,0,2,
cfc,20000000000,0,2,
cfo,20000000000,0,2,
characterize,20000000000,0,2,
charlottesville,20000000000,0,2,
charts,20000000000,0,2,
chooses,20000000000,0,2,
circumvention,20000000000,0,2,
cit,20000000000,0,2,
clara,20000000000,0,2,
cliff,20000000000,0,2,
clinton,20000000000,0,2,
cme,20000000000,0,2,
compatibility,20000000000,0,2,
compensates,20000000000,0,2,
complexes,20000000000,0,2,
compressors,20000000000,0,2,
concrete,20000000000,0,2,
consented,20000000000,0,2,
contaminants,20000000000,0,2,
coordination,20000000000,0,2,
costless,20000000000,0,2,
counterclaim,20000000000,0,2,
coupons,20000000000,0,2,
crimes,20000000000,0,2,
crystal,20000000000,0,2,
curtain,20000000000,0,2,
cushion,20000000000,0,2,
david,20000000000,0,2,
db,20000000000,0,2,
deadline,20000000000,0,2,
dealings,20000000000,0,2,
deloitte,20000000000,0,2,
denomination,20000000000,0,2,
dependents,20000000000,0,2,
depicts,20000000000,0,2,
depths,20000000000,0,2,
devotes,20000000000,0,2,
disaggregation,20000000000,0,2,
discloses,20000000000,0,2,
disk,20000000000,0,2,
diverting,20000000000,0,2,
dna,20000000000,0,2,
dominion,20000000000,0,2,
dow,20000000000,0,2,
drafting,20000000000,0,2,
dw,20000000000,0,2,
ebit,20000000000,0,2,
educate,20000000000,0,2,
elapsed,20000000000,0,2,
elective,20000000000,0,2,
ema,20000000000,0,2,
emitting,20000000000,0,2,
enactments,20000000000,0,2,
encouraging,20000000000,0,2,
endangerment,20000000000,0,2,
evidencing,20000000000,0,2,
frank,20000000000,0,2,
ifrss,20000000000,0,2,
irvine,20000000000,0,2,
matches,20000000000,0,2,
milling,20000000000,0,2,
mini,20000000000,0,2,
monoclonal,20000000000,0,2,
multitude,20000000000,0,2,
night,20000000000,0,2,
nights,20000000000,0,2,
nih,20000000000,0,2,
npdes,20000000000,0,2,
ny,20000000000,0,2,
occasions,20000000000,0,2,
railroads,20000000000,0,2,
suggests,20000000000,0,2,
wellness,20000000000,0,2,
worthless,20000000000,0,2,
abandoning,10000000000,0,1,
abstracts,10000000000,0,1,
acceptability,10000000000,0,1,
accommodation,10000000000,0,1,
accrete,10000000000,0,1,
accumulates,10000000000,0,1,
ach,10000000000,0,1,
achievability,10000000000,0,1,
acids,10000000000,0,1,
activations,10000000000,0,1,
adversity,10000000000,0,1,
advisable,10000000000,0,1,
aeronautics,10000000000,0,1,
affiliations,10000000000,0,1,
affinity,10000000000,0,1,
afghanistan,10000000000,0,1,
aftermath,10000000000,0,1,
aggregates,10000000000,0,1,
agreeable,10000000000,0,1,
aiding,10000000000,0,1,
aimco,10000000000,0,1,
albany,10000000000,0,1,
algorithms,10000000000,0,1,
allergy,10000000000,0,1,
altered,10000000000,0,1,
alto,10000000000,0,1,
ambient,10000000000,0,1,
ambiguous,10000000000,0,1,
ana,10000000000,0,1,
anchored,10000000000,0,1,
app,10000000000,0,1,
appalachia,10000000000,0,1,
appealable,10000000000,0,1,
appointing,10000000000,0,1,
appreciates,10000000000,0,1,
appropriations,10000000000,0,1,
approvable,10000000000,0,1,
arab,10000000000,0,1,
argument,10000000000,0,1,
arithmetic,10000000000,0,1,
aros,10000000000,0,1,
arps,10000000000,0,1,
arrangers,10000000000,0,1,
artifice,10000000000,0,1,
ascertained,10000000000,0,1,
asm,10000000000,0,1,
asr,10000000000,0,1,
assembling,10000000000,0,1,
assessable,10000000000,0,1,
assignee,10000000000,0,1,
aviv,10000000000,0,1,
avoiding,10000000000,0,1,
awarding,10000000000,0,1,
backers,10000000000,0,1,
balcor,10000000000,0,1,
bans,10000000000,0,1,
barbara,10000000000,0,1,
bart,10000000000,0,1,
basketball,10000000000,0,1,
bd,10000000000,0,1,
believing,10000000000,0,1,
bend,10000000000,0,1,
biology,10000000000,0,1,
biotech,10000000000,0,1,
biphenyls,10000000000,0,1,
blocked,10000000000,0,1,
booking,10000000000,0,1,
breakeven,10000000000,0,1,
brent,10000000000,0,1,
brick,10000000000,0,1,
briefly,10000000000,0,1,
briefs,10000000000,0,1,
brown,10000000000,0,1,
brunswick,10000000000,0,1,
bugs,10000000000,0,1,
buildup,10000000000,0,1,
bund,10000000000,0,1,
burned,10000000000,0,1,
butyl,10000000000,0,1,
bye,10000000000,0,1,
cair,10000000000,0,1,
cam,10000000000,0,1,
cambridge,10000000000,0,1,
cameras,10000000000,0,1,
campus,10000000000,0,1,
capping,10000000000,0,1,
carcinoma,10000000000,0,1,
carte,10000000000,0,1,
castle,10000000000,0,1,
casualties,10000000000,0,1,
categorizes,10000000000,0,1,
cautiously,10000000000,0,1,
cbot,10000000000,0,1,
ceilings,10000000000,0,1,
censure,10000000000,0,1,
characterizations,10000000000,0,1,
chargeable,10000000000,0,1,
charley,10000000000,0,1,
cisco,10000000000,0,1,
clark,10000000000,0,1,
climbs,10000000000,0,1,
cns,10000000000,0,1,
coaxial,10000000000,0,1,
coded,10000000000,0,1,
coercive,10000000000,0,1,
coincide,10000000000,0,1,
coke,10000000000,0,1,
collectors,10000000000,0,1,
colleges,10000000000,0,1,
collusion,10000000000,0,1,
color,10000000000,0,1,
colorectal,10000000000,0,1,
columns,10000000000,0,1,
commentaries,10000000000,0,1,
commercials,10000000000,0,1,
commissioners,10000000000,0,1,
commissioning,10000000000,0,1,
completes,10000000000,0,1,
compressing,10000000000,0,1,
compromises,10000000000,0,1,
comptroller,10000000000,0,1,
concealing,10000000000,0,1,
conferencing,10000000000,0,1,
confirmations,10000000000,0,1,
confirming,10000000000,0,1,
conformance,10000000000,0,1,
contemporaneously,10000000000,0,1,
contend,10000000000,0,1,
contractholder,10000000000,0,1,
contributes,10000000000,0,1,
coo,10000000000,0,1,
coordinate,10000000000,0,1,
copying,10000000000,0,1,
cord,10000000000,0,1,
corpus,10000000000,0,1,
corroborate,10000000000,0,1,
counteract,10000000000,0,1,
couple,10000000000,0,1,
creed,10000000000,0,1,
crews,10000000000,0,1,
cro,10000000000,0,1,
crucial,10000000000,0,1,
cryptography,10000000000,0,1,
ct,10000000000,0,1,
curbing,10000000000,0,1,
cushing,10000000000,0,1,
customize,10000000000,0,1,
czech,10000000000,0,1,
danger,10000000000,0,1,
dax,10000000000,0,1,
deaths,10000000000,0,1,
deceit,10000000000,0,1,
declarations,10000000000,0,1,
deconsolidate,10000000000,0,1,
degradation,10000000000,0,1,
delhi,10000000000,0,1,
departures,10000000000,0,1,
dependable,10000000000,0,1,
depleting,10000000000,0,1,
depot,10000000000,0,1,
deputy,10000000000,0,1,
derecognizing,10000000000,0,1,
descriptive,10000000000,0,1,
desiring,10000000000,0,1,
destroyed,10000000000,0,1,
desulfurization,10000000000,0,1,
detached,10000000000,0,1,
deterministic,10000000000,0,1,
detract,10000000000,0,1,
detriment,10000000000,0,1,
deviation,10000000000,0,1,
diabetic,10000000000,0,1,
dictates,10000000000,0,1,
dig,10000000000,0,1,
diluting,10000000000,0,1,
diminishing,10000000000,0,1,
disappointing,10000000000,0,1,
discovering,10000000000,0,1,
dish,10000000000,0,1,
dishonesty,10000000000,0,1,
disincentives,10000000000,0,1,
dispensed,10000000000,0,1,
disperse,10000000000,0,1,
displaying,10000000000,0,1,
disqualification,10000000000,0,1,
distillers,10000000000,0,1,
divorce,10000000000,0,1,
douglas,10000000000,0,1,
drastic,10000000000,0,1,
dress,10000000000,0,1,
dsm,10000000000,0,1,
durham,10000000000,0,1,
dvr,10000000000,0,1,
edgar,10000000000,0,1,
effectuate,10000000000,0,1,
embarked,10000000000,0,1,
embodies,10000000000,0,1,
embody,10000000000,0,1,
embodying,10000000000,0,1,
eminent,10000000000,0,1,
emphasizing,10000000000,0,1,
emptive,10000000000,0,1,
en,10000000000,0,1,
encoding,10000000000,0,1,
encompassing,10000000000,0,1,
encounters,10000000000,0,1,
encouragement,10000000000,0,1,
endeavor,10000000000,0,1,
endorse,10000000000,0,1,
enriched,10000000000,0,1,
feel,10000000000,0,1,
furnace,10000000000,0,1,
gecc,10000000000,0,1,
gmwb,10000000000,0,1,
habitat,10000000000,0,1,
ia,10000000000,0,1,
iasb,10000000000,0,1,
iceland,10000000000,0,1,
ide,10000000000,0,1,
iia,10000000000,0,1,
iib,10000000000,0,1,
isos,10000000000,0,1,
joseph,10000000000,0,1,
justification,10000000000,0,1,
justified,10000000000,0,1,
kilometers,10000000000,0,1,
lends,10000000000,0,1,
looks,10000000000,0,1,
loop,10000000000,0,1,
lottery,10000000000,0,1,
lying,10000000000,0,1,
lymphoma,10000000000,0,1,
macular,10000000000,0,1,
madrid,10000000000,0,1,
mailings,10000000000,0,1,
mgp,10000000000,0,1,
milk,10000000000,0,1,
mineralized,10000000000,0,1,
mo,10000000000,0,1,
nsf,10000000000,0,1,
numbered,10000000000,0,1,
numerical,10000000000,0,1,
nw,10000000000,0,1,
obesity,10000000000,0,1,
obstruct,10000000000,0,1,
oceanic,10000000000,0,1,
odms,10000000000,0,1,
oh,10000000000,0,1,
payouts,10000000000,0,1,
performer,10000000000,0,1,
peripherals,10000000000,0,1,
ppo,10000000000,0,1,
precipitously,10000000000,0,1,
redeterminations,10000000000,0,1,
reschedule,10000000000,0,1,
reuters,10000000000,0,1,
skus,10000000000,0,1,
smcra,10000000000,0,1,
specifying,10000000000,0,1,
spirits,10000000000,0,1,
squibb,10000000000,0,1,
theatre,10000000000,0,1,
theatres,10000000000,0,1,
thereunto,10000000000,0,1,
thornton,10000000000,0,1,
thought,10000000000,0,1,
treats,10000000000,0,1,
tsa,10000000000,0,1,
underwrites,10000000000,0,1,
void,10000000000,0,1,
waxman,10000000000,0,1,
williams,10000000000,0,1,
withholdings,10000000000,0,1,
writ,10000000000,0,1,
writer,10000000000,0,1,
writings,10000000000,0,1,
xii,10000000000,0,1,
zoned,10000000000,0,1,
york,46.5,2,93,
offs,44,3,132,x
looking,31,1,31,
com,27,2,54,
bancorp,26,1,26,
counties,26,1,26,
candidates,22.33333333,9,201,x
assured,17.5,4,70,
dividing,17,2,34,
blood,17,1,17,
america,16,12,192,x
corrections,16,1,16,
specifies,16,1,16,
airline,15,1,15,
edison,15,1,15,
midstream,15,1,15,
willingness,15,1,15,
cancelable,14.5,2,29,
card,14.33333333,6,86,
earliest,14,1,14,
worth,13.75,4,55,x
derives,13,1,13,
downs,12.8,5,64,
georgia,12.66666667,3,38,
carryforwards,12.25,8,98,
combinations,12,8,96,
mac,12,1,12,x
notwithstanding,12,1,12,
candidate,11,4,44,
appear,11,2,22,x
living,11,2,22,x
charters,11,1,11,
compounded,11,1,11,
africa,10.5,2,21,
chartered,10.5,2,21,
eps,10,3,30,x
abuse,9.999999999,1,10,x
ada,9.999999999,1,10,
arkansas,9.999999999,1,10,
bdc,9.999999999,1,10,
contingently,9.999999999,1,10,
ghgs,9.999999999,1,10,
basin,9.75,4,39,
ages,8.999999999,1,9,
ahead,8.999999999,1,9,
alll,8.999999999,1,9,
argentina,8.999999999,1,9,
biopharmaceutical,8.999999999,1,9,
boeing,8.999999999,1,9,
communicate,8.999999999,1,9,
ceo,8.5,2,17,
beneficiary,8.333333333,3,25,
carryforward,8,3,24,
accountants,8,2,16,
accomplished,7.999999999,1,8,
analytics,7.999999999,1,8,
asserting,7.999999999,1,8,
belgium,7.999999999,1,8,
blocks,7.999999999,1,8,
cds,7.999999999,1,8,
century,7.999999999,1,8,
cgm,7.999999999,1,8,
cleaning,7.999999999,1,8,
collateralization,7.999999999,1,8,
continental,7.999999999,1,8,
corrected,7.999999999,1,8,
dining,7.999999999,1,8,
obligate,7.999999999,1,8,
statements,7.888888889,126,994,x
appropriateness,7.5,2,15,
lives,7.391304348,23,170,x
alco,7.333333333,3,22,
callable,7.333333333,3,22,
draw,7.2,5,36,
anticipates,7.142857143,14,100,
colorado,7,6,42,
absent,7,2,14,
atlantic,7,2,14,
discover,7,2,14,
specify,7,2,14,
weekly,7,2,14,x
academic,6.999999999,1,7,
agriculture,6.999999999,1,7,
americans,6.999999999,1,7,
attractiveness,6.999999999,1,7,
barter,6.999999999,1,7,
custodian,6.999999999,1,7,
descriptions,6.999999999,1,7,
species,6.999999999,1,7,
therapeutics,6.999999999,1,7,
tv,6.999999999,1,7,
eastern,6.8,5,34,
auditing,6.666666666,3,20,
belief,6.666666666,3,20,
dallas,6.666666666,3,20,
evaluates,6.6,10,66,
kentucky,6.5,4,26,
debenture,6.5,2,13,
believes,6.461538462,65,420,x
officer,6.269230769,26,163,x
carolina,6.25,4,25,
eliminating,6.25,4,25,
city,6.230769231,13,81,x
contents,6.180555556,144,890,x
compliant,6.166666667,6,37,
agencies,6.047619048,42,254,
alabama,6,3,18,
align,6,3,18,
ceases,6,2,12,
charitable,6,2,12,
thirty,6,2,12,
attain,5.999999999,1,6,
bachelor,5.999999999,1,6,
backup,5.999999999,1,6,
beds,5.999999999,1,6,x
circumstance,5.999999999,1,6,
collars,5.999999999,1,6,x
compatible,5.999999999,1,6,
complies,5.999999999,1,6,
decree,5.999999999,1,6,
enroll,5.999999999,1,6,
isolation,5.999999999,1,6,
objectively,5.999999999,1,6,
sprint,5.999999999,1,6,
wood,5.999999999,1,6,
therapeutic,5.833333333,6,35,
thereto,5.75,12,69,
drawn,5.75,8,46,x
bulletin,5.666666666,3,17,
bundled,5.666666666,3,17,
elects,5.666666666,3,17,
obtains,5.666666666,3,17,
texas,5.648648649,37,209,
alter,5.6,5,28,
chain,5.6,5,28,
wrote,5.5,4,22,x
agrees,5.5,2,11,
besp,5.5,2,11,
definitions,5.5,2,11,
dso,5.5,2,11,
exercising,5.5,2,11,
www,5.5,2,11,x
cancer,5.4,10,54,
appointed,5.4,5,27,
beverage,5.4,5,27,
cards,5.4,5,27,
appearing,5.333333333,3,16,
yk,5.333333333,3,16,
nevada,5.285714286,7,37,
annum,5.269230769,26,137,x
ended,5.266666667,15,79,x
wisconsin,5.2,5,26,x
bases,5.142857143,7,36,x
analysts,5.111111111,9,46,x
balances,5.098765432,81,413,x
ibnr,5,4,20,
arb,5,3,15,
designate,5,3,15,
ends,5,3,15,
oregon,5,3,15,
admitted,5,2,10,
alleges,5,2,10,
broaden,5,2,10,
debtors,5,2,10,
digits,5,2,10,
occasionally,5,2,10,
affo,5,1,5,x
art,5,1,5,
attempted,5,1,5,
bought,5,1,5,
cancellable,5,1,5,
caribbean,5,1,5,
carryover,5,1,5,
codified,5,1,5,
combining,5,1,5,
commits,5,1,5,
compensated,5,1,5,
condemnation,5,1,5,
correctly,5,1,5,
correlates,5,1,5,
criticized,5,1,5,
customarily,5,1,5,
esp,5,1,5,
freely,5,1,5,
http,5,1,5,
hub,5,1,5,
islands,5,1,5,
zealand,5,1,5,
care,4.942857143,35,173,x
coupon,4.8,5,24,
existence,4.666666667,9,42,
deems,4.666666667,3,14,
draws,4.666666667,3,14,
locate,4.666666667,3,14,
exceptions,4.642857143,14,65,
vsoe,4.555555556,9,41,
deliverables,4.533333333,15,68,
committee,4.515151515,33,149,x
appoint,4.5,2,9,
assistant,4.5,2,9,
attached,4.5,2,9,
bbls,4.5,2,9,
catalog,4.5,2,9,
chosen,4.5,2,9,
cloud,4.5,2,9,
commissioner,4.5,2,9,
compromise,4.5,2,9,
deduct,4.5,2,9,
disproportionately,4.5,2,9,
entitle,4.5,2,9,
novartis,4.5,2,9,
wyoming,4.5,2,9,
approvals,4.481481481,27,121,x
exists,4.481481481,27,121,x
centers,4.43902439,41,182,x
amends,4.4,10,44,x
check,4.4,5,22,x
exercises,4.375,8,35,x
center,4.340425532,47,204,x
amounting,4.333333333,3,13,
attribute,4.333333333,3,13,
billable,4.333333333,3,13,
breached,4.333333333,3,13,
bringing,4.333333333,3,13,
carryback,4.333333333,3,13,
conclusions,4.333333333,3,13,
depreciate,4.333333333,3,13,
backed,4.307692308,13,56,
eliminates,4.285714286,7,30,
miles,4.272727273,11,47,
cell,4.25,8,34,
deducting,4.25,8,34,
university,4.230769231,13,55,
offerings,4.224137931,58,245,x
units,4.208588957,163,686,x
computation,4.166666667,6,25,
tennessee,4.166666667,6,25,
agreement,4.164086687,323,1345,x
amortizing,4.142857143,7,29,
aforementioned,4.125,8,33,
authorities,4.047619048,42,170,x
county,4.047619048,21,85,
complaint,4,19,76,
allowing,4,11,44,
assesses,4,7,28,
chicago,4,7,28,
analytical,4,4,16,x
cms,4,4,16,
lp,4,4,16,
adjusts,4,3,12,
appointment,4,3,12,
boli,4,3,12,
wafer,4,3,12,
airlines,4,2,8,
bcfe,4,2,8,
chip,4,2,8,
contrary,4,2,8,
directive,4,2,8,
distinguish,4,2,8,
electing,4,2,8,
lot,4,2,8,
thermal,4,2,8,
thirds,4,2,8,
worker,4,2,8,
advancement,4,1,4,
adviser,4,1,4,
afudc,4,1,4,
anticipating,4,1,4,
appalachian,4,1,4,
approximating,4,1,4,
arisen,4,1,4,
assisting,4,1,4,
attest,4,1,4,
bargain,4,1,4,
bp,4,1,4,
bps,4,1,4,
bribery,4,1,4,
capitalizing,4,1,4,
capped,4,1,4,
census,4,1,4,
circulation,4,1,4,
clarifying,4,1,4,
cocoa,4,1,4,
complicated,4,1,4,
consignment,4,1,4,
dakota,4,1,4,
deals,4,1,4,
depositary,4,1,4,
discriminatory,4,1,4,
dissolve,4,1,4,
dosage,4,1,4,
dtc,4,1,4,
dual,4,1,4,
earth,4,1,4,
eighteen,4,1,4,
encumbered,4,1,4,
endpoint,4,1,4,
ginnie,4,1,4,
observability,4,1,4,
awards,3.983050847,59,235,x
appraisals,3.916666667,12,47,
carrier,3.888888889,9,35,
identifying,3.882352941,17,66,
asu,3.872340426,47,182,x
code,3.864864865,37,143,x
beliefs,3.857142857,7,27,
affiliates,3.837209302,86,330,x
noi,3.818181818,11,42,
agent,3.793103448,29,110,x
alleging,3.75,8,30,
discuss,3.75,8,30,
concurrently,3.75,4,15,
detect,3.75,4,15,
digit,3.75,4,15,x
discusses,3.75,4,15,x
arrangements,3.739130435,161,602,x
defer,3.714285714,14,52,x
asserted,3.714285714,7,26,x
accruing,3.666666667,12,44,
adjusting,3.666666667,9,33,
automatic,3.666666667,6,22,
boe,3.666666667,6,22,
arose,3.666666667,3,11,
chargebacks,3.666666667,3,11,
checks,3.666666667,3,11,
chronic,3.666666667,3,11,
domiciled,3.666666667,3,11,
nrc,3.666666667,3,11,
therapies,3.6,5,18,
containing,3.583333333,12,43,
associated,3.571895425,306,1093,x
calculating,3.565217391,23,82,
allowances,3.548387097,62,220,
ebitda,3.546666667,75,266,
casualty,3.545454545,11,39,
east,3.545454545,11,39,
approval,3.530973451,113,399,
thousands,3.525423729,59,208,x
offers,3.5,24,84,
arizona,3.5,8,28,
arrears,3.5,8,28,
cancel,3.5,8,28,
dry,3.5,6,21,
accomplish,3.5,4,14,
cargo,3.5,4,14,
collateralize,3.5,4,14,
accelerating,3.5,2,7,
accepting,3.5,2,7,
achievements,3.5,2,7,
airport,3.5,2,7,
amortizes,3.5,2,7,
aside,3.5,2,7,
baskets,3.5,2,7,
bound,3.5,2,7,
box,3.5,2,7,
cet,3.5,2,7,
contemplates,3.5,2,7,
correspondingly,3.5,2,7,
cros,3.5,2,7,
cured,3.5,2,7,
dsl,3.5,2,7,
island,3.5,2,7,
act,3.453551913,183,632,
analyzing,3.444444444,9,31,
determinable,3.416666667,12,41,
affirmative,3.4,5,17,
boston,3.4,5,17,
chart,3.4,5,17,
collectibility,3.375,16,54,
deductions,3.368421053,19,64,
ending,3.368421053,19,64,
codification,3.333333333,12,40,
st,3.333333333,12,40,
clearinghouse,3.333333333,6,20,
coast,3.333333333,6,20,
affirmed,3.333333333,3,10,
ba,3.333333333,3,10,
calculates,3.333333333,3,10,
choice,3.333333333,3,10,
nursing,3.333333333,3,10,
obsolescence,3.3,10,33,
collected,3.294117647,34,112,
applications,3.272727273,88,288,
circuit,3.272727273,11,36,
bonds,3.253521127,71,231,
authorizes,3.25,4,13,
broadcasting,3.25,4,13,
burdens,3.25,4,13,
clearly,3.25,4,13,
construed,3.25,4,13,
commission,3.246376812,69,224,
debentures,3.243902439,41,133,
agreements,3.243506494,308,999,
appropriately,3.222222222,9,29,
illinois,3.210526316,19,61,
stages,3.2,10,32,
allowable,3.2,5,16,
aum,3.2,5,16,
budgeted,3.2,5,16,
collecting,3.2,5,16,
obligations,3.199335548,301,963,x
closely,3.1875,16,51,
charter,3.173913043,23,73,
offering,3.173611111,144,457,
announced,3.173076923,52,165,x
apparel,3.166666667,6,19,
practicable,3.166666667,6,19,
things,3.158878505,107,338,x
florida,3.151515152,33,104,x
asc,3.137931034,58,182,x
exist,3.131578947,38,119,x
brokers,3.130434783,23,72,
amortize,3.125,16,50,
website,3.12,25,78,
term,3.112727273,275,856,x
commissions,3.112676056,71,221,
consistently,3.111111111,9,28,
basis,3.109452736,402,1250,x
calculate,3.103448276,29,90,
expectation,3.090909091,11,34,
combination,3.081632653,98,302,
approach,3.078125,64,197,
committed,3.073170732,41,126,
categories,3.070175439,57,175,
llc,3.066666667,75,230,
weeks,3.0625,16,49,
officers,3.06122449,49,150,
washington,3.055555556,18,55,
including,3.037344398,723,2196,x
adequacy,3.032258065,31,94,
stage,3,26,78,
appraisal,3,13,39,
threshold,3,12,36,
clauses,3,7,21,
analyzes,3,5,15,
bb,3,5,15,
completely,3,5,15,
animal,3,4,12,
arrange,3,4,12,
calling,3,4,12,
cessation,3,4,12,
esop,3,4,12,
win,3,4,12,
abnormal,3,3,9,
articles,3,3,9,
assigning,3,3,9,
